2.5	0	2.5	2.5	0	0
7.5	0	2.5	2.5	0	0
12.5	0	2.5	2.5	0	0
17.5	0	2.5	2.5	0	0
22.5	0	2.5	2.5	0	0
27.5	0	2.5	2.5	0	0
32.5	0	2.5	2.5	0	0
37.5	0	2.5	2.5	0	0
42.5	0	2.5	2.5	0	0
47.5	0	2.5	2.5	0	0
52.5	0	2.5	2.5	0	0
57.5	0	2.5	2.5	0	0
62.5	0	2.5	2.5	0	0
67.5	0	2.5	2.5	0	0
72.5	0	2.5	2.5	0	0
77.5	0	2.5	2.5	0	0
82.5	0.00152	2.5	2.5	0	0
87.5	0.01061	2.5	2.5	0	0
92.5	0.06141	2.5	2.5	0	0
97.5	0.21001	2.5	2.5	0	0
102.5	0.40258	2.5	2.5	0.01441	0.0144
107.5	0.60576	2.5	2.5	0.01895	0.0182
112.5	0.77255	2.5	2.5	0.01971	0.01896
117.5	0.90144	2.5	2.5	0.02199	0.0182
122.5	0.93935	2.5	2.5	0.0235	0.01819
127.5	0.94314	2.5	2.5	0.03715	0.02957
132.5	1	2.5	2.5	0.03563	0
137.5	0.97119	2.5	2.5	0.06217	0.02274
142.5	1	2.5	2.5	0.10235	0
147.5	1	2.5	2.5	0.14177	0
152.5	1	2.5	2.5	0.26384	0
167.5	1	2.5	2.5	0.84155	0
